gender,age,ed,retire,income,creddebt,othdebt,default,marital,homeown
0,43,17,0,24,0.8424,2.9016,0,0,1
1,75,19,1,50,2.31525,5.03475,0,1,1
1,28,14,0,36,1.355292,1.848708,1,1,1
1,24,19,0,23,0.504505,4.210495,1,0,0
0,21,16,0,52,0.526656,1.969344,0,0,1
0,50,15,0,112,9.56928,8.35072,1,1,1
1,61,12,0,40,2.22904,5.25096,0,1,1
1,27,12,0,39,3.3345,1.1115,0,0,0
1,35,19,0,37,1.02564,4.15436,0,1,1
0,28,16,0,22,0.293304,0.674696,0,1,1
0,47,12,0,136,4.468416,5.595584,1,1,0
0,34,9,0,38,1.120734,2.185266,0,0,0
0,67,14,0,65,9.440405,10.774595,1,1,1
0,41,10,0,28,0.71568,2.64432,0,1,1
0,31,14,0,42,4.106214,4.839786,1,1,1
1,36,17,0,101,8.585808,4.746192,1,0,0
1,38,21,0,40,0.52416,1.39584,1,1,1
1,19,14,0,33,0.340659,0.880341,0,1,1
1,46,12,0,63,0.139356,1.624644,0,0,1
1,51,13,0,173,8.898428,17.743572,1,0,1
1,70,11,1,20,0.79508,1.98492,0,1,1
0,70,15,0,27,1.340928,2.115072,0,1,0
1,30,14,0,25,1.264375,3.110625,1,0,0
0,53,15,0,196,13.694912,20.801088,1,0,1
1,23,17,0,39,2.818179,8.062821,1,1,0
0,61,16,0,81,0.732645,1.454355,0,1,1
0,38,9,0,49,6.371568,6.270432,1,1,0
0,43,20,0,54,1.177686,9.244314,0,0,0
1,35,19,0,49,2.02566,5.76534,1,0,1
0,24,17,0,58,1.646736,1.601264,1,0,0
0,60,12,0,28,0.614656,0.953344,0,0,1
0,20,14,0,22,1.199528,2.584472,1,0,0
0,65,14,0,38,4.938024,3.459976,0,0,0
1,70,20,0,66,4.252248,6.043752,0,1,1
0,69,16,1,11,0.07392,1.08108,0,1,1
0,18,13,0,28,4.238892,2.565108,1,1,1
1,31,17,0,35,6.868085,3.246915,1,0,0
1,46,20,0,84,1.723344,6.004656,1,0,1
0,18,13,0,23,1.070282,1.367718,1,0,0
0,53,19,0,86,1.369808,6.198192,0,0,1
1,23,18,0,29,0.172144,2.901856,1,1,1
0,47,19,0,189,5.021352,15.390648,1,1,1
0,57,21,0,140,3.23988,2.08012,0,0,0
1,52,14,0,43,1.384815,3.474185,0,1,1
1,59,13,0,33,2.054679,1.674321,0,1,1
0,22,17,0,23,0.194764,1.139236,0,0,1
0,33,15,0,48,1.040112,3.423888,1,0,0
0,68,10,0,196,7.93408,7.74592,0,0,1
1,57,13,1,29,0.4466,0.5684,0,1,1
1,28,20,0,15,0.55485,1.50015,1,1,1
1,29,15,0,17,0.511275,0.763725,0,0,1
0,28,11,0,23,0.20585,0.94415,0,0,0
1,21,16,0,23,0.11799,0.75601,1,1,0
1,62,19,0,76,5.764752,7.307248,0,1,1
1,77,14,0,41,0.06519,1.16481,0,0,0
1,22,17,0,23,1.954448,3.243552,0,1,1
0,55,17,0,101,6.326034,8.419966,1,0,1
0,57,11,0,41,0.209223,0.897777,0,0,1
0,36,15,0,28,0.540764,1.951236,0,0,0
0,23,16,0,22,0.612612,0.509388,1,0,1
0,46,13,0,68,3.59856,4.56144,0,0,0
1,40,16,0,37,0.602952,2.505048,0,1,1
1,68,15,0,36,0.931248,3.244752,0,0,1
0,47,16,0,132,6.109488,29.002512,0,1,1
0,35,20,0,73,5.052476,5.386524,1,0,1
0,23,14,0,15,0.698205,0.636795,1,1,0
0,31,9,0,22,0.896126,0.797874,1,0,1
0,42,17,0,30,1.1349,1.7751,1,0,1
1,54,14,0,108,2.21832,6.31368,0,1,1
1,35,15,0,51,3.406545,5.926455,1,0,1
0,62,19,1,21,1.042062,0.763938,0,1,0
1,67,15,0,40,1.55136,2.28864,0,1,1
0,36,20,0,46,2.19006,0.98394,1,1,0
0,52,12,0,110,0.4719,17.6781,0,1,1
0,49,16,0,191,10.249824,14.389176,1,1,1
1,78,18,1,9,0.294588,0.587412,0,1,1
0,57,11,0,236,10.738,5.782,0,1,1
1,23,17,0,35,0.76398,2.80602,1,1,1
1,63,20,0,108,0.458136,4.077864,0,0,1
1,79,12,1,56,2.12268,3.19732,0,1,0
1,39,14,0,60,1.25712,0.90288,0,1,0
0,35,20,0,35,0.41328,3.89172,1,1,1
1,43,16,0,203,2.563078,21.390922,0,1,1
1,61,12,0,121,4.730858,8.942142,0,0,1
0,57,17,0,93,1.432665,4.612335,0,1,1
0,77,10,1,12,0.202488,1.213512,0,1,1
1,24,19,0,22,0.693528,0.868472,0,1,1
0,51,18,0,143,5.870865,10.574135,0,1,0
0,44,20,0,112,0.61488,2.74512,0,0,1
1,24,19,0,21,0.078078,0.194922,0,0,0
0,20,15,0,18,1.110456,1.751544,1,0,0
0,70,11,1,32,2.25984,1.16416,0,0,1
1,61,18,0,274,5.430132,9.365868,0,1,0
0,21,9,0,17,0.134096,1.837904,1,0,0
0,64,11,0,58,1.423552,1.998448,0,1,1
0,66,19,0,165,3.93525,4.31475,0,0,1
1,28,12,0,24,0.288,1.152,0,1,1
1,54,12,0,43,0.511485,1.165515,0,1,0
1,41,15,0,83,2.830632,11.611368,0,1,1
1,79,17,1,9,0.38475,1.15425,0,0,1
1,71,12,0,25,0.0453,0.0547,0,1,0
1,59,16,0,257,6.866526,8.810474,0,0,0
0,37,17,0,60,4.1004,8.1396,1,1,0
0,22,17,0,31,1.01556,3.01444,1,0,1
1,23,14,0,25,1.67865,0.64635,1,1,0
1,20,15,0,24,0.311904,3.792096,1,1,1
0,22,14,0,18,2.5389,1.3671,1,1,1
0,60,14,1,23,0.761484,1.285516,0,1,1
1,30,19,0,48,2.86824,6.01176,1,0,0
0,67,11,0,126,9.2232,21.5208,0,1,1
0,44,16,0,54,2.704482,5.773518,0,0,1
1,25,18,0,35,1.654205,3.630795,1,1,1
0,29,11,0,22,1.846152,1.717848,1,0,1
1,45,21,0,215,12.94386,24.25114,1,0,1
1,53,17,0,35,0.67095,2.47905,0,1,0
1,28,18,0,47,3.44275,8.30725,1,1,1
0,41,18,0,35,0.312375,2.662625,0,1,1
0,23,18,0,18,0.478224,0.997776,1,0,0
1,29,12,0,39,1.939938,1.063062,1,0,0
1,62,16,1,28,0.68068,4.55532,0,1,0
1,36,15,0,29,0.451008,1.114992,0,0,0
1,23,18,0,29,0.850889,0.918111,1,0,0
1,33,14,0,42,0.315168,0.272832,0,0,0
1,39,21,0,210,1.26378,20.15622,1,0,1
1,28,13,0,29,1.390608,0.755392,0,0,0
0,66,10,0,34,1.372342,6.209658,0,0,1
1,25,15,0,22,0.38808,1.76792,1,0,0
0,25,20,0,27,1.582308,2.764692,1,0,0
0,29,17,0,30,1.82457,4.44543,1,0,0
1,72,21,1,19,0.580944,0.901056,0,0,0
1,55,13,0,44,1.685464,7.730536,0,1,0
1,50,15,0,50,0.36,0.54,0,0,1
0,52,21,0,185,1.520145,44.544855,0,1,1
1,37,12,0,35,0.4186,0.3864,1,1,0
0,18,13,0,13,0.63128,0.40872,0,0,1
1,74,10,0,54,1.15425,2.89575,0,0,0
0,25,14,0,50,1.218,4.032,1,0,0
0,39,12,0,42,1.72368,5.83632,1,1,1
1,40,11,0,36,0.658368,4.525632,0,0,0
0,56,17,0,575,4.2159,25.6841,1,0,1
1,78,11,1,9,0.370548,0.286452,0,1,1
0,52,17,0,53,0.821712,0.980288,0,1,0
1,19,13,0,14,0.577962,1.368038,1,1,1
1,77,21,1,13,0.243243,0.757757,0,0,1
1,25,14,0,29,1.118733,1.114267,0,1,1
1,66,12,0,41,1.08978,1.37022,0,0,1
0,27,18,0,33,0.60819,5.66181,1,1,1
0,67,18,0,196,1.432368,15.619632,0,0,1
0,22,17,0,21,0.63126,3.14874,1,0,1
1,61,18,0,252,18.207,13.293,1,1,0
1,20,15,0,14,0.52374,1.28226,1,1,0
1,29,23,0,199,8.99878,28.81122,1,1,1
1,38,14,0,93,4.903704,10.813296,0,0,1
1,79,10,1,22,0.5313,0.5687,0,1,1
0,73,12,0,41,2.24393,3.08607,0,0,0
0,67,9,0,27,0.629532,4.797468,0,1,1
1,24,19,0,45,3.11634,5.83866,1,1,1
0,23,16,0,20,0.0228,1.1172,1,1,1
0,79,18,1,14,0.222432,0.449568,0,1,1
1,59,11,0,54,5.567616,9.984384,1,0,1
0,26,15,0,32,0.79376,0.51824,0,1,0
1,78,11,1,12,0.37146,1.44054,0,1,1
1,65,14,0,53,1.42941,6.25559,1,0,0
1,54,13,0,145,2.28549,13.80951,0,0,1
0,40,19,0,93,13.312392,8.263608,1,1,1
1,72,13,1,14,1.4364,1.3636,0,0,1
1,55,14,0,130,0.62244,4.05756,0,1,1
1,21,12,0,22,0.275616,0.318384,1,1,1
0,38,16,0,28,2.678312,2.053688,1,0,1
1,63,18,1,19,1.720602,4.948398,0,1,1
1,28,17,0,20,0.88452,1.63548,1,0,0
1,25,15,0,53,0.437886,0.463114,1,0,0
0,33,17,0,38,1.132856,3.275144,1,1,1
1,74,17,0,142,0.259008,0.876992,0,0,1
0,55,9,0,39,0.29913,2.23587,0,0,1
1,28,11,0,19,0.349752,1.626248,0,1,0
1,34,19,0,47,2.435305,7.669695,1,1,1
0,78,7,1,10,0.254,0.746,0,1,0
0,72,14,1,38,1.494844,1.887156,0,1,1
0,23,13,0,24,0.518976,2.745024,1,1,1
1,63,10,1,19,1.399255,1.317745,0,1,0
1,18,13,0,41,0.311436,0.057564,1,1,0
1,21,10,0,20,0.0825,0.4175,0,0,0
0,39,22,0,119,1.631252,3.842748,1,1,1
1,51,12,0,52,0.430508,0.453492,0,1,1
1,70,16,0,72,1.6632,3.0888,0,0,1
0,62,11,0,157,10.857492,6.883508,0,0,1
1,18,12,0,14,0.57708,2.62892,1,1,1
1,47,8,0,51,1.837224,2.191776,0,1,1
1,22,17,0,18,1.741824,1.660176,1,0,0
1,44,15,0,79,0.577174,0.449826,0,0,1
0,55,16,0,56,1.748208,3.067792,0,0,1
1,25,13,0,21,0.456876,0.131124,0,0,1
1,36,18,0,45,1.97676,4.86324,1,0,0
1,26,20,0,31,0.998324,1.574676,1,0,1
1,73,13,1,21,0.05586,1.93914,0,0,0
1,40,13,0,36,0.10404,1.11996,0,0,1
1,68,8,0,56,0.343224,1.168776,0,0,1
0,46,14,0,81,2.588355,3.648645,1,0,1
0,24,15,0,18,0.33138,0.92862,0,0,1
1,25,13,0,30,0.50436,0.57564,1,1,1
1,73,10,1,16,0.712896,1.543104,0,1,0
0,73,17,0,152,4.100656,8.363344,0,0,1
1,24,15,0,26,0.323232,0.404768,0,1,1
1,27,14,0,21,0.10962,1.78038,0,0,1
1,37,18,0,44,0.794508,0.921492,0,0,0
1,23,13,0,26,1.798654,3.635346,1,1,0
0,48,15,0,24,1.6302,1.8018,0,0,1
1,39,12,0,38,0.132696,1.235304,1,1,1
1,42,13,0,39,1.476072,1.760928,1,1,1
1,40,19,0,83,3.489486,1.988514,0,0,1
0,35,14,0,34,0.406334,0.239666,0,0,0
0,21,11,0,15,0.7623,0.8127,1,1,0
1,35,16,0,23,2.0102,2.5898,0,1,0
0,42,17,0,25,1.63575,0.61425,1,1,0
0,57,15,0,220,14.56796,10.29204,1,1,1
1,52,10,0,67,6.932624,8.611376,1,0,0
1,76,9,1,13,0.1066,0.4134,0,1,1
1,25,19,0,40,1.31752,2.12248,1,1,0
0,47,18,0,153,5.105916,10.653084,0,1,1
0,43,13,0,64,4.84224,1.36576,1,1,1
0,43,14,0,60,0.672,0.828,0,0,1
1,47,14,0,65,4.26608,14.77892,1,1,0
0,24,11,0,19,0.229425,1.955575,1,1,0
1,49,18,0,143,2.116543,3.746457,0,0,1
1,34,15,0,49,0.02744,0.75656,1,1,1
1,20,15,0,15,0.78165,1.24335,1,1,0
0,43,18,0,142,1.14168,4.53832,0,0,1
1,25,20,0,31,0.168795,1.536205,1,1,0
0,26,13,0,18,0.3294,0.7506,1,0,0
0,55,19,0,43,0.875265,2.091735,0,1,0
1,65,8,0,125,2.4095,5.2155,0,0,1
0,46,12,0,33,0.43362,0.55638,1,0,1
0,24,14,0,27,0.882414,1.223586,0,0,0
1,68,12,1,12,0.656484,2.067516,1,1,1
1,19,14,0,23,1.395387,1.065613,0,1,1
1,52,17,0,59,9.543781,8.097219,1,1,1
1,29,15,0,26,0.546312,2.105688,0,1,1
1,64,12,1,17,0.743886,1.687114,0,0,0
0,58,17,0,197,6.897955,22.455045,1,1,0
1,57,16,0,272,2.928624,23.455376,0,1,1
0,31,18,0,25,0.20585,0.94415,1,0,0
0,18,13,0,19,0.46284,0.67716,0,0,0
1,77,14,1,10,0.12896,0.49104,0,0,1
1,49,17,0,28,0.289884,3.042116,0,0,1
0,53,14,0,34,2.361606,2.296394,0,1,1
1,35,14,0,60,0.0234,0.0966,0,1,1
0,37,16,0,34,1.415828,1.780172,0,0,0
1,37,12,0,37,2.147924,1.256076,0,1,1
1,22,14,0,38,0.4769,0.4731,1,0,0
1,37,17,0,23,0.05244,0.29256,0,0,1
1,71,13,0,108,1.997136,2.970864,0,0,1
0,28,11,0,17,0.150552,1.243448,1,1,0
0,69,14,0,99,4.050684,6.443316,0,1,0
0,75,20,1,279,5.974506,6.022494,0,1,1
1,62,10,1,27,1.499904,1.848096,0,0,0
0,76,10,1,12,0.23004,0.41796,0,0,0
1,27,16,0,30,0.1476,1.0824,1,1,0
0,45,18,0,38,0.583832,5.762168,1,0,1
1,71,18,1,12,1.40832,1.47168,0,0,1
1,59,15,0,32,2.17872,5.98128,0,0,1
0,39,16,0,38,3.585148,2.532852,1,1,1
0,44,15,0,29,0.509936,1.114064,0,0,0
0,30,13,0,27,1.324188,8.557812,1,0,1
0,57,12,0,20,0.7722,1.5678,0,0,1
1,28,12,0,27,0.165375,0.509625,1,1,0
1,64,9,0,184,0.924048,10.483952,0,0,1
1,68,10,0,87,0.894534,3.716466,0,1,0
1,47,7,0,92,3.140696,15.443304,0,1,1
1,71,18,0,45,1.37061,5.69439,0,1,0
0,21,16,0,30,1.0761,4.0239,1,0,0
0,21,16,0,14,0.772464,2.615536,1,0,0
1,34,19,0,41,0.934636,5.789364,1,0,1
0,54,10,0,119,0.43911,4.43989,0,0,0
1,27,16,0,25,0.021875,0.603125,0,1,1
1,35,18,0,51,1.697382,4.881618,0,0,1
1,19,13,0,17,0.170085,0.220915,0,1,1
0,44,19,0,120,1.12896,5.59104,0,1,1
0,43,17,0,47,0.238196,1.077804,0,0,1
0,26,19,0,36,0.796068,0.607932,1,0,1
1,20,14,0,19,0.912703,1.386297,0,1,1
1,19,14,0,21,0.608685,0.546315,0,0,0
1,60,15,1,38,0.274968,1.093032,0,1,1
1,57,17,1,12,0.1905,1.3335,0,0,1
1,55,14,0,162,8.43696,11.65104,0,1,1
0,70,16,0,526,31.279116,22.372884,1,0,1
0,23,15,0,64,1.835584,0.916416,1,1,1
0,70,9,1,57,3.72666,4.25334,0,0,1
0,49,13,0,37,0.89947,4.39153,1,0,1
1,32,10,0,28,1.41568,2.16832,0,1,1
0,24,19,0,26,0.496938,1.297062,1,0,0
1,49,15,0,25,1.03155,2.41845,0,0,0
0,41,20,0,68,2.142816,8.465184,1,1,1
1,43,17,0,45,0.2646,0.2754,0,0,0
1,32,13,0,28,0.416416,2.495584,0,1,1
1,38,9,0,32,0.862752,0.961248,0,1,1
0,24,17,0,24,0.148512,1.483488,1,0,1
0,51,15,0,72,3.7044,1.6956,0,1,0
0,36,15,0,39,0.43368,2.68632,0,1,0
1,30,20,0,27,2.53071,3.03129,1,0,1
0,76,13,1,23,1.10055,2.34945,0,0,1
1,62,14,0,45,1.194165,4.160835,0,1,0
0,26,14,0,37,6.571422,4.417578,1,0,0
0,77,17,1,14,0.155736,1.286264,0,0,1
1,24,11,0,34,1.142128,2.393872,1,1,0
1,44,17,0,119,11.527054,16.794946,1,0,1
0,18,13,0,20,0.27216,0.98784,1,0,1
0,67,16,1,55,1.09032,8.64468,0,1,1
1,41,14,0,44,0.473616,1.550384,0,1,1
1,32,21,0,64,0.812288,4.051712,1,1,0
1,57,20,0,82,0.44649,4.06351,0,1,0
1,61,19,0,42,0.570276,2.495724,0,0,0
1,67,8,0,92,1.795472,4.460528,0,0,0
1,43,22,0,35,1.35828,3.05172,0,0,1
1,19,14,0,24,0.3744,1.0656,0,0,0
1,47,15,0,39,0.217269,0.133731,0,1,1
0,29,10,0,38,2.8424,1.3376,1,0,1
1,30,17,0,36,0.766584,2.041416,1,0,1
1,43,13,0,88,0.402688,8.749312,0,0,1
1,45,10,0,88,2.404424,5.427576,0,0,1
0,56,18,0,34,1.12489,1.08511,0,1,1
1,31,14,0,68,1.325388,4.726612,0,1,1
0,21,13,0,16,0.671424,0.576576,0,1,1
1,42,14,0,72,3.071952,2.544048,1,1,1
0,37,17,0,21,1.1529,0.9471,0,0,0
0,39,18,0,75,8.557425,7.867575,1,0,1
0,39,18,0,53,0.33814,0.82786,0,1,1
0,73,15,0,33,0.390786,1.655214,0,1,1
1,69,10,1,9,0.366858,0.434142,0,0,0
0,44,16,0,89,1.273857,2.197143,1,0,1
1,55,12,0,56,5.427632,11.428368,1,0,0
0,60,18,0,101,5.906783,17.626217,0,1,1
0,71,8,0,146,0.2774,2.4966,0,1,0
1,44,11,0,46,0.059432,1.688568,1,1,1
1,58,16,0,30,1.09872,1.42128,0,0,1
1,35,15,0,39,1.64268,1.51632,1,1,1
0,57,18,0,92,2.1344,8.5376,0,0,1
0,34,16,0,23,1.064693,1.672307,0,0,0
0,22,16,0,38,0.67868,1.10732,1,0,0
1,33,20,0,154,2.17525,17.07475,0,0,1
1,59,13,0,79,3.247216,5.600784,0,0,0
1,57,13,0,47,1.219932,3.621068,0,1,0
0,26,10,0,27,0.512082,1.053918,1,0,0
0,25,19,0,31,1.915056,5.338944,1,0,1
1,67,20,0,74,2.053056,2.978944,0,1,1
1,18,13,0,14,0.147798,0.090202,0,1,1
0,22,16,0,44,0.23628,1.08372,1,0,1
0,68,15,1,12,1.642032,1.381968,0,1,1
0,47,12,0,24,0.843648,1.652352,0,0,1
0,18,13,0,19,3.766674,0.451326,1,1,1
1,32,10,0,47,1.303968,3.208032,0,1,1
0,27,12,0,45,2.27106,3.30894,1,0,1
1,21,16,0,27,0.61938,1.37862,1,0,0
0,40,18,0,96,3.59856,10.51344,0,0,1
0,79,19,1,159,4.044483,5.654517,0,0,0
0,35,13,0,44,8.21128,1.33672,1,1,1
1,45,15,0,190,12.45564,8.06436,0,1,1
1,48,17,0,46,2.564224,3.599776,0,1,1
0,41,19,0,95,3.92882,16.11618,1,0,1
0,51,19,0,81,3.183138,4.754862,1,0,0
0,36,14,0,29,1.708245,1.742755,1,0,1
1,45,13,0,36,0.809676,4.482324,0,1,1
0,22,16,0,20,0.27976,0.76024,1,1,0
1,21,16,0,30,1.22715,2.82285,1,1,1
1,35,14,0,34,0.468384,1.435616,0,1,1
1,22,11,0,26,0.763256,1.368744,0,1,1
1,62,13,0,157,3.73503,15.41897,0,0,0
1,37,9,0,41,0.232716,3.293284,0,0,0
0,57,18,0,146,12.346344,13.057656,1,1,1
0,35,11,0,37,2.613754,5.119246,1,0,0
1,45,17,0,66,4.917,3.333,1,0,1
0,59,10,0,90,6.79356,3.37644,0,0,0
0,21,16,0,27,1.562868,1.569132,1,0,1
0,40,16,0,168,4.771872,13.372128,0,0,1
0,54,17,0,36,0.10098,0.43902,0,1,1
0,53,15,0,36,0.418644,0.625356,0,1,1
1,70,9,1,9,1.262196,0.303804,1,0,0
0,64,15,0,60,1.122,9.078,0,1,0
0,77,12,1,11,0.0693,0.7007,0,1,0
1,54,12,0,41,0.351944,2.682056,0,0,1
0,47,9,0,33,1.524798,3.458202,0,1,1
0,67,15,0,181,23.686203,19.934797,1,0,1
1,52,12,0,36,1.26144,3.99456,0,1,1
1,37,13,0,33,0.24255,2.06745,0,0,0
1,63,10,0,30,1.67616,2.64384,1,1,0
1,58,18,0,145,6.62592,22.95408,1,0,1
0,18,13,0,18,0.1044,0.2556,0,0,0
1,38,13,0,52,2.749968,9.002032,1,1,0
1,33,10,0,23,1.226935,4.178065,0,0,1
1,36,19,0,142,1.288224,2.545776,1,1,1
0,19,14,0,32,2.464768,1.247232,1,1,1
1,24,12,0,14,0.31759,0.59241,1,1,0
1,27,18,0,44,1.02102,2.71898,1,1,0
1,52,17,0,116,1.59152,6.52848,0,0,1
1,32,17,0,27,3.286035,3.220965,1,1,0
1,43,13,0,50,1.7799,3.3201,1,1,0
1,27,17,0,46,2.076762,2.569238,1,0,0
0,36,13,0,28,1.520736,5.423264,1,1,1
1,57,11,0,44,0.9174,1.2826,0,1,1
0,35,19,0,60,3.56328,2.49672,1,1,1
1,30,21,0,35,3.487855,4.457145,1,1,0
1,73,13,0,113,16.159339,8.361661,0,0,1
0,39,11,0,60,4.44888,2.21112,1,0,1
0,52,17,0,35,1.33903,1.25097,1,1,0
0,47,15,0,73,2.47032,4.39168,0,1,1
1,21,16,0,23,0.205436,0.300564,0,0,1
0,21,12,0,14,0.789488,1.338512,1,0,1
1,36,16,0,43,1.805312,1.720688,1,1,1
1,18,12,0,15,0.08151,0.48849,1,1,1
1,25,19,0,18,0.34443,1.25757,1,0,1
0,68,12,0,86,2.304456,10.939544,0,0,0
0,30,19,0,54,4.045626,7.888374,1,1,1
1,68,11,1,11,0.074844,0.321156,0,1,0
0,37,17,0,60,1.554,6.846,1,0,0
0,47,12,0,92,4.174224,16.801776,0,1,1
1,19,14,0,16,0.241696,1.086304,1,0,0
1,20,8,0,17,0.199614,0.446386,0,1,0
1,28,16,0,54,6.555816,7.916184,1,0,1
1,27,17,0,33,1.068012,8.138988,1,0,1
0,18,13,0,20,0.13018,0.32982,1,0,1
0,53,17,0,94,3.345272,12.070728,1,0,0
1,37,16,0,46,1.217528,1.174472,0,1,1
1,78,14,1,12,0.274848,0.397152,0,0,0
0,19,11,0,19,0.079002,0.262998,1,1,0
1,34,16,0,29,2.541444,6.941556,1,1,1
0,21,15,0,43,1.16788,3.00312,1,0,0
1,59,14,0,54,1.38672,5.09328,0,1,1
1,44,13,0,30,1.0701,2.6199,0,0,1
0,53,19,0,61,1.1712,3.7088,0,1,1
1,20,15,0,26,2.008448,5.063552,1,0,1
0,50,15,0,172,1.56176,5.31824,0,0,1
0,45,10,0,28,0.96614,0.90986,0,1,1
0,51,13,0,58,1.311728,1.240272,0,0,0
1,34,14,0,19,0.334305,0.634695,1,0,1
1,34,15,0,31,0.778379,2.910621,1,0,1
0,29,15,0,65,10.5378,3.1122,1,1,1
1,44,16,0,70,0.66528,2.41472,0,1,1
1,60,8,0,46,1.1753,2.1827,1,1,1
0,46,12,0,42,1.843632,2.062368,0,0,0
1,32,22,0,83,1.909332,11.536668,1,1,1
1,60,21,0,147,12.216288,18.947712,1,0,1
1,19,14,0,18,0.042768,0.173232,1,1,0
0,76,8,0,34,0.7514,1.5606,0,1,1
0,44,18,0,71,0.796833,5.380167,1,1,1
1,59,20,0,42,1.646232,1.797768,0,0,0
0,43,16,0,70,0.67144,2.40856,1,0,1
1,77,15,0,108,4.835376,4.992624,0,1,1
1,24,13,0,24,1.587168,1.580832,0,1,1
0,35,14,0,59,2.298758,2.244242,0,0,0
0,29,17,0,67,3.528756,3.104244,1,0,0
0,21,16,0,17,0.624138,2.333862,1,1,1
1,29,20,0,26,0.804726,3.641274,1,0,1
1,64,9,0,52,2.266368,1.061632,0,0,0
1,75,9,0,106,1.42146,3.34854,0,1,1
0,39,14,0,37,2.949048,5.042952,1,0,1
1,22,17,0,23,0.514464,1.693536,1,1,0
1,26,14,0,21,0.914382,1.563618,0,0,1
0,25,13,0,20,2.52048,2.19952,1,0,1
1,24,16,0,13,0.233896,0.104104,0,1,1
0,65,18,0,50,6.019,6.981,1,1,1
0,32,18,0,81,1.35513,4.31487,1,1,1
1,54,13,0,165,8.77338,32.80662,1,0,0
0,73,19,0,18,0.44982,0.46818,0,1,1
1,67,12,0,193,15.634544,31.457456,0,0,0
1,37,20,0,32,0.82656,1.41344,0,1,0
0,77,9,1,34,0.409836,3.772164,0,1,1
0,18,13,0,16,0.141056,0.322944,1,0,1
0,76,14,1,13,0.3692,1.4768,0,1,0
0,56,14,0,50,0.852,1.148,0,0,0
0,43,10,0,23,1.40415,4.92085,1,0,0
1,75,11,1,10,0.1026,0.2774,0,1,1
1,35,17,0,96,5.2992,10.0608,1,1,1
0,31,16,0,31,1.343478,5.879522,1,1,1
0,40,21,0,31,2.0925,5.6575,0,1,0
0,72,10,0,31,1.100841,3.022159,1,0,0
1,19,14,0,35,0.428085,2.406915,1,1,0
0,43,11,0,48,2.087904,2.280096,0,0,0
1,66,14,1,34,0.99892,2.84308,0,1,0
0,48,16,0,23,1.185558,3.713442,0,1,1
1,67,22,0,126,9.6012,5.5188,1,1,1
1,36,6,0,29,6.561975,5.937025,1,1,1
1,26,18,0,72,1.368576,3.815424,0,0,1
1,29,17,0,47,0.877725,3.023275,1,0,1
1,49,14,0,181,2.32947,11.78853,1,0,1
1,57,15,0,224,30.610048,26.285952,1,1,1
0,74,8,1,121,1.81863,3.62637,0,0,1
0,38,17,0,79,2.28784,12.01116,1,0,0
1,24,15,0,19,0.32528,0.43472,1,1,0
1,41,10,0,77,2.26765,2.50635,0,1,1
1,47,16,0,32,1.657536,4.038464,0,0,1
0,56,14,0,28,0.26824,0.29176,0,0,0
1,65,18,1,11,0.04345,0.23155,0,0,0
0,73,13,1,10,1.18104,1.47896,0,0,0
1,61,16,0,33,0.075504,1.376496,0,0,1
1,50,17,0,54,2.028132,7.583868,1,0,0
0,49,16,0,86,6.263896,5.690104,0,1,0
0,53,15,0,81,7.85133,14.01867,1,1,1
0,22,13,0,36,0.238392,5.305608,0,1,1
1,33,15,0,22,0.729234,1.184766,0,0,1
0,40,14,0,59,1.559547,3.691453,1,1,1
1,39,20,0,49,2.820734,2.422266,0,0,0
0,31,16,0,20,2.50376,2.75624,1,0,0
1,35,21,0,34,0.1071,1.3209,1,0,0
1,54,15,0,42,3.58176,5.15424,0,0,1
0,57,20,0,170,1.56604,31.75396,1,0,1
1,76,13,0,31,0.02666,0.59334,0,0,0
1,34,11,0,21,0.27825,1.94775,0,0,0
1,75,17,1,30,0.53424,1.98576,0,0,1
1,31,13,0,23,0.752836,6.929164,1,1,1
0,47,16,0,185,2.716725,13.748275,0,1,1
1,79,9,1,15,0.243,0.567,0,0,0
0,34,13,0,67,1.410283,5.088717,0,0,0
0,20,15,0,16,0.351216,3.984784,1,1,1
0,43,19,0,77,0.47817,6.45183,0,0,1
1,31,14,0,25,0.594125,1.830875,0,0,1
1,43,13,0,33,0.239085,0.519915,0,0,1
0,39,15,0,33,0.799755,3.523245,1,1,0
1,72,15,0,43,3.172927,1.686073,1,1,0
0,25,13,0,22,0.81576,1.45024,1,1,0
0,23,15,0,20,0.6417,1.2183,1,0,0
0,69,12,0,19,0.55575,1.66725,0,0,0
1,74,11,1,27,0.603801,2.285199,0,0,1
0,18,13,0,24,0.235872,0.772128,0,0,0
0,25,14,0,25,3.351675,1.673325,1,0,1
0,71,10,0,34,0.720834,3.053166,0,0,1
0,54,14,0,63,1.172115,2.670885,0,1,1
0,38,10,0,33,0.808863,3.382137,0,0,1
0,72,13,1,14,0.705376,0.232624,0,0,0
1,54,20,0,46,0.197064,1.366936,0,0,1
1,51,10,0,73,0.532389,3.190611,0,1,1
0,59,15,0,137,15.858024,7.157976,1,0,1
0,74,12,0,323,29.811608,15.085392,1,1,1
1,35,12,0,100,5.8448,14.9552,1,0,1
1,59,19,0,338,12.59895,22.89105,1,0,0
0,34,20,0,42,0.464436,1.929564,0,1,1
1,19,14,0,41,4.066216,2.247784,1,1,0
1,31,12,0,18,0.662904,0.525096,1,1,1
1,60,13,0,31,1.3175,0.7905,0,1,1
